company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Schweitzer Engineering Laboratories,company,"Schweitzer Engineering Laboratories, Inc.",,yes,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.88,"Resolved to Schweitzer Engineering Laboratories, a substantial North American electronics employer with embedded hardware/firmware and test-oriented engineering roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Scout Motors Inc.,company,Scout Motors Inc.,,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.86,"Resolved to Scout Motors Inc., an active US EV maker with automotive electronics, embedded, firmware, and validation hiring relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
SCREEN Semiconductor Solutions USA,company,"SCREEN Holdings Co., Ltd.","SCREEN Semiconductor Solutions USA, LLC",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test,0.89,Resolved 'SCREEN Semiconductor Solutions USA' to SCREEN Holdings via its US semiconductor subsidiary; it is a substantial semiconductor equipment employer with US hiring presence.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
SCREEN SPE USA,company,"SCREEN Holdings Co., Ltd.","SCREEN Semiconductor Solutions USA, LLC",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test,0.91,Resolved 'SCREEN SPE USA' to SCREEN Holdings through SCREEN Semiconductor Solutions USA; it is relevant semiconductor-process equipment with meaningful North America presence.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Scuderia Cameron Glickenhaus LLC,company,Scuderia Cameron Glickenhaus LLC,,yes,yes,no,no,no,,0.81,"Resolved to Scuderia Cameron Glickenhaus LLC, a niche automotive company without clear target semiconductor or embedded-hardware employer scale for ATS seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Sea Sonic Electronics Inc.,company,"Sea Sonic Electronics Co., Ltd.",Sea Sonic Electronics Inc.,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;analog or digital design;power management IC or PMIC;hardware validation or electronics test,0.69,Resolved to Sea Sonic Electronics via its US entity; it is relevant for power/computer hardware but not an especially strong large ATS seed for this database.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Seagate Technology LLC,company,Seagate Technology Holdings plc,,yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;firmware;embedded systems;hardware validation or electronics test;ASIC;SoC;semiconductor design,0.93,"Resolved to Seagate Technology Holdings plc, a major storage hardware employer with strong North American presence and relevant ASIC/firmware/hardware engineering roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Seagrave Fire Apparatus,company,"Seagrave Fire Apparatus, LLC",,yes,yes,no,no,no,,0.88,"Resolved to Seagrave Fire Apparatus, an active specialty vehicle manufacturer but not a meaningful target for semiconductor or core electronics-design hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Sealevel Systems,company,"Sealevel Systems, Inc.",,yes,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware;hardware validation or electronics test;analog or digital design,0.8,"Resolved to Sealevel Systems, an active US embedded/industrial I/O hardware company with directly relevant electronics and firmware work and a real hiring footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
SEALSQ Corp,company,SEALSQ Corp,,yes,yes,yes,yes,yes,semiconductor design;ASIC;SoC;embedded systems;firmware;hardware validation or electronics test,0.74,"Resolved to SEALSQ Corp, a public semiconductor/security-chip company with North American presence and relevant silicon and embedded engineering scope.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Sebring-Vanguard,company,"Sebring-Vanguard, Inc.",,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.66,"Resolved to Sebring-Vanguard (Vanguard-Sebring/CitiCar lineage); while EV-adjacent, it is not a strong medium/large ATS-quality employer for this database.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Secutron Inc.,company,Secutron Inc.,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.62,"Resolved to Secutron Inc., a fire/security electronics brand/company with some embedded-electronics relevance but weak fit as a substantial ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Seeq Technology,unclear,Seeq Technology,,no,no,no,no,no,,0.28,'Seeq Technology' could not be confidently resolved to a specific current hardware or semiconductor employer.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Segway Inc.,company,Segway Inc.,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.72,Resolved to Segway Inc.; it is relevant for embedded mobility electronics but not a strong ATS-scale core VLSI/semiconductor employer.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Seiki Digital Inc.,company,Seiki Digital Inc.,,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware;analog or digital design,0.59,"Resolved to Seiki Digital Inc., a consumer electronics brand/company with some hardware relevance but limited evidence of substantial ATS-scale engineering hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:19:54+00:00
Seiko Corporation of America,company,Seiko Corporation of America,,yes,yes,no,no,no,,0.69,"Resolves to Seiko Corporation of America, an active NA watch/electronics affiliate, but it is not meaningfully a target VLSI/semiconductor/hardware-design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Seiren North America,company,"Seiren North America, LLC",,yes,yes,no,no,no,,0.94,"Resolves to Seiren North America, LLC, an active textile/materials company in NA, but not a relevant EE/semiconductor hardware employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
SemaConnect,merged_or_renamed,Blink Charging Co.,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.84,"SemaConnect was acquired by Blink Charging Co.; Blink is active in NA and touches EV charging electronics, but is not a strong ATS seed for core VLSI/semiconductor hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Semiconductor Research Corporation,company,Semiconductor Research Corporation,,yes,yes,yes,no,no,VLSI;ASIC;SoC;semiconductor design;EDA;semiconductor IP;RTL;design verification;FPGA;analog or digital design;physical design or place and route;design for test (DFT);static timing analysis or timing closure;post-silicon validation or silicon bring-up;memory design (DRAM/SRAM/NAND/flash controller);power management IC or PMIC;RF or mmWave or wireless baseband chipset;semiconductor foundry or manufacturing process,0.77,"Resolves to Semiconductor Research Corporation, an active NA semiconductor research consortium relevant to chips, but not a direct medium/large employer ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
SemiLEDs Corporation,company,SemiLEDs Corporation,,yes,yes,yes,no,no,semiconductor design;analog or digital design;semiconductor foundry or manufacturing process,0.67,"Resolves to SemiLEDs Corporation, an LED semiconductor company with NA presence, but it appears too small/weak as an ATS seed for this database.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Semtech Corporation,company,Semtech Corporation,,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;analog or digital design;firmware;embedded systems;RF or mmWave or wireless baseband chipset;SerDes or high-speed I/O;power management IC or PMIC,0.97,"Resolves to Semtech Corporation, an active North American semiconductor company and strong ATS-fit employer for mixed-signal, connectivity, and embedded hardware roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Senao Networks,company,"Senao Networks, Inc.","Senao Networks, Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.62,"Resolves to Senao Networks, Inc., a networking hardware company with US presence, but it is not a strong enough large-scale ATS seed for this target list.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Seneca Data Distributors,company,"Seneca Data Distributors, Inc.",,yes,yes,yes,no,no,computer/server/datacenter/networking hardware,0.77,"Resolves to Seneca Data Distributors, Inc., an active computer hardware integrator/distributor, but distribution/integration is not a good ATS SQL fit for core EE/VLSI hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sennheiser,company,Sennheiser electronic GmbH & Co. KG,Sennheiser Electronic Corporation,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.74,"Resolves to Sennheiser electronic GmbH & Co. KG with US subsidiary Sennheiser Electronic Corporation; it does audio hardware, but is not a prime ATS seed for VLSI/semiconductor roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sensata Technologies,company,Sensata Technologies Holding plc,"Sensata Technologies, Inc.",yes,yes,yes,yes,yes,analog or digital design;embedded systems;firmware;EV or automotive electronics;hardware validation or electronics test;power management IC or PMIC,0.93,"Resolves to Sensata Technologies Holding plc with NA hiring via Sensata Technologies, Inc.; it is a substantial electronics/sensor employer with strong automotive and embedded relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sensel,company,"Sensel, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware;hardware validation or electronics test,0.77,"Resolves to Sensel, Inc., an active touch-sensing hardware company in NA, but likely too small/private to be a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Senseonics Holdings,company,"Senseonics Holdings, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.68,"Resolves to Senseonics Holdings, Inc., an active medical-device electronics company, but it is not a strong fit for a VLSI-focused ATS seed list.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
SensiVida Medical Technologies,company,"SensiVida Medical Technologies, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.56,"Resolves to SensiVida Medical Technologies, Inc., which appears to be a small active medical-device company with electronics content but weak ATS-scale relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
SensoPart Inc.,company,SensoPart Industriesensorik GmbH,SensoPart Inc.,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.73,Resolves to SensoPart Industriesensorik GmbH with US subsidiary SensoPart Inc.; it makes industrial sensors/vision hardware but is not a strong ATS seed for core semiconductor roles.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sensotron,company,"Sensotron, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.62,"Resolves to Sensotron, Inc., an active sensor/instrumentation company in NA, but likely too small and not central enough for the ATS seed table.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Senstar Corporation,company,Senstar Technologies Ltd.,"Senstar, Inc.",yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.7,"Resolves to Senstar Technologies Ltd. with NA hiring via Senstar, Inc.; it builds security electronics, but is only adjacent to the target hardware list and not a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sensus Healthcare,company,"Sensus Healthcare, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.65,"Resolves to Sensus Healthcare, Inc., an active medical-equipment maker with electronics content, but not a strong ATS-fit employer for VLSI/semiconductor recruiting.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sentient Networks,unclear,Sentient Networks,,no,no,no,no,no,,0.35,Sentient Networks could not be confidently resolved to a specific current company with clear NA hiring and target-domain relevance.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sentry Technology Corporation,company,Sentry Technology Corporation,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.56,"Resolves to Sentry Technology Corporation, an active retail-security electronics company, but it is too niche/weak as an ATS SQL seed for core hardware design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Sequans Communications,company,Sequans Communications S.A.,"Sequans Communications, Inc.",yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;RF or mmWave or wireless baseband chipset;embedded systems;firmware;analog or digital design,0.92,"Resolves to Sequans Communications S.A. with NA subsidiary Sequans Communications, Inc.; it is a substantial cellular IoT chip company and a good ATS seed for semiconductor roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:10+00:00
Serve Robotics Inc.,company,Serve Robotics Inc.,,yes,yes,yes,no,no,embedded systems;firmware,0.8,"Resolved to Serve Robotics Inc., an active US sidewalk-robotics company with embedded/firmware relevance, but it is not a strong VLSI/ASIC ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Server Technology,company,"Server Technology, Inc.",,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.71,"Resolved to Server Technology, Inc., a US datacenter power hardware company with embedded-hardware relevance, but it is not a core semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Servo Motion S.A. de C.V.,company,Servo Motion S.A. de C.V.,Servo Motion Inc.,yes,yes,yes,no,no,embedded systems;analog or digital design;firmware,0.55,"Resolved to Servo Motion S.A. de C.V., a motion-control hardware company with North America presence, but likely too small/industrial to be a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SERVO-ROBOT Inc.,company,SERVO-ROBOT Inc.,,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test;firmware,0.74,"Resolved to SERVO-ROBOT Inc., an active Canadian robotic welding/vision automation firm with hardware relevance, but not a core semiconductor or large ATS employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SES AI Corporation,company,SES AI Corporation,,yes,yes,no,no,no,,0.88,"Resolved to SES AI Corporation, an active US battery company; despite electronics adjacency, it is not meaningfully in the target chip/hardware-design categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Sesame Motor Corp.,company,Sesame Motor Corp.,,yes,no,yes,no,no,embedded systems;analog or digital design;firmware,0.38,"Resolved to Sesame Motor Corp., apparently a motor/automation company, but I lack concrete evidence of meaningful North America hiring presence and ATS-scale relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Setra Systems,company,"Setra Systems, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.84,"Resolved to Setra Systems, Inc., an active US sensor/instrumentation company with electronics relevance, but it is not a strong semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SEW-EURODRIVE,company,SEW-EURODRIVE GmbH & Co KG,"SEW-EURODRIVE, Inc.",yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.83,"Resolved to SEW-EURODRIVE GmbH & Co KG with US subsidiary SEW-EURODRIVE, Inc.; relevant for industrial drive electronics, but not a core VLSI/semiconductor ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SF Motors Inc.,merged_or_renamed,"SERES Group Co., Ltd.","SERES Automotive, Inc.",yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.78,"Resolved SF Motors Inc. to current parent/successor SERES Group Co., Ltd. with US entity SERES Automotive, Inc.; EV relevance exists, but it is not a strong ATS SQL seed for chip-design hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SFC Energy USA Inc.,company,SFC Energy AG,SFC Energy USA Inc.,yes,yes,no,no,no,,0.83,"Resolved to SFC Energy AG with US subsidiary SFC Energy USA Inc.; active in fuel-cell power systems, but not materially in the target semiconductor/electronics-design categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shape Process Automation Group,company,Shape Process Automation Group,,yes,yes,yes,no,no,hardware validation or electronics test;embedded systems,0.67,"Resolved to Shape Process Automation Group, an active North American automation integrator with test/controls relevance, but not a direct semiconductor or major ATS-fit employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
SharkNinja Operating LLC,company,SharkNinja Operating LLC,,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.77,"Resolved to SharkNinja Operating LLC, an active US consumer-hardware company with embedded electronics work, but it is not a primary VLSI/ASIC ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Sharp,company,Sharp Corporation,Sharp Electronics Corporation,yes,yes,yes,no,no,embedded systems;analog or digital design;computer/server/datacenter/networking hardware,0.79,"Resolved to Sharp Corporation with North American subsidiary Sharp Electronics Corporation; electronics hardware relevance exists, but its NA ATS usefulness for VLSI/semiconductor roles is weak.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shelby American,company,"Shelby American, Inc.",,yes,yes,yes,no,no,EV or automotive electronics,0.58,"Resolved to Shelby American, Inc., an active US automotive company; automotive-electronics adjacency exists, but it is not a strong direct EE/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shenzhen Huion Animation Technology Co.,company,"Shenzhen Huion Animation Technology Co., Ltd.",Huion Animation Technology USA Inc.,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.62,"Resolved to Shenzhen Huion Animation Technology Co., Ltd. with US subsidiary; it makes pen-display hardware with embedded electronics, but is not a core semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shibaura Mechatronics Corporation America,company,Shibaura Mechatronics Corporation,Shibaura Mechatronics Corporation America,yes,yes,yes,no,no,semiconductor foundry or manufacturing process;hardware validation or electronics test;embedded systems,0.85,"Resolved to Shibaura Mechatronics Corporation with US entity Shibaura Mechatronics Corporation America; semiconductor manufacturing equipment relevance is real, but ATS-scale NA hiring fit appears limited.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shiming U.S.,company,Shiming U.S.,,yes,yes,no,no,no,,0.21,"Resolved to Shiming U.S., but the exact company identity and hardware relevance are too unclear to treat as a useful target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shin-Etsu Polymer America,company,"Shin-Etsu Polymer Co., Ltd.","Shin-Etsu Polymer America, Inc.",yes,yes,no,no,no,,0.8,"Resolved to Shin-Etsu Polymer Co., Ltd. with US subsidiary Shin-Etsu Polymer America, Inc.; active in materials/components, but not clearly in target chip/hardware-design categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shinko Electric America,company,"Shinko Electric Industries Co., Ltd.","Shinko Electric America, Inc.",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.89,"Resolved to Shinko Electric Industries Co., Ltd. with US subsidiary Shinko Electric America, Inc.; it is a substantial semiconductor packaging/substrate company with clear NA presence and ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shrink Nanotechnologies,company,"Shrink Nanotechnologies, Inc.",,yes,yes,no,no,no,,0.57,"Resolved to Shrink Nanotechnologies, Inc., an active nanotech/metamaterials company, but it is not clearly in the target VLSI/semiconductor design categories or ATS-fit scale.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:20:26+00:00
Shure Incorporated,company,Shure Incorporated,,yes,yes,yes,no,no,analog or digital design;firmware;embedded systems,0.78,"Resolved to Shure Incorporated, an active US audio-electronics company with embedded/firmware work but not a strong VLSI/ATS seed employer for this database.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Shuttle Computer Group,company,Shuttle Inc.,"Shuttle Computer Group, Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems,0.63,"Resolved to Shuttle Inc. via its US subsidiary Shuttle Computer Group, Inc.; it is hardware-related but not a strong medium/large NA ATS seed for EE/VLSI hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
SIAE MICROELETTRONICA,company,SIAE MICROELETTRONICA S.p.A.,"SIAE MICROELETTRONICA, Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware;RF or mmWave or wireless baseband chipset;embedded systems;firmware,0.78,"Resolved to SIAE MICROELETTRONICA S.p.A., an active microwave transport/networking hardware firm with US presence, but it is not a core ATS seed for semiconductor/VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Siargo Inc.,company,Siargo Inc.,,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.74,"Resolved to Siargo Inc., an active US sensor company with electronics relevance, but it appears too small/niche for a strong ATS SQL target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Sichuan Changhong Electric Co.,company,"Sichuan Changhong Electric Co., Ltd.",,yes,no,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.56,"Resolved to Sichuan Changhong Electric Co., Ltd.; it is an active electronics manufacturer, but I cannot confirm meaningful North America hiring presence and it is not a strong ATS seed here.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
SICK,company,SICK AG,"SICK, Inc.",yes,yes,yes,no,no,embedded systems;hardware validation or electronics test;analog or digital design;firmware,0.82,"Resolved to SICK AG with US subsidiary SICK, Inc.; it is active in industrial sensors and embedded electronics, but not a primary semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Siemens,company,Siemens AG,"Siemens Industry, Inc.",yes,yes,yes,yes,yes,EDA;embedded systems;firmware;EV or automotive electronics;hardware validation or electronics test,0.91,"Resolved to Siemens AG, which has major North America hiring and directly relevant EDA activity through Siemens EDA, making it a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Sierra-Olympia Technologies,company,Sierra-Olympia Technologies Inc.,,yes,yes,yes,no,no,embedded systems;analog or digital design;hardware validation or electronics test,0.66,"Resolved to Sierra-Olympia Technologies Inc., an active US thermal-imaging hardware company, but it is too niche/small and not a strong VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
SiFive,company,"SiFive, Inc.",,yes,yes,yes,yes,yes,VLSI;ASIC;SoC;semiconductor design;semiconductor IP;RTL;design verification;CPU or GPU architecture or HPC;AI accelerator or ML hardware,0.97,"Resolved to SiFive, Inc., a major US RISC-V silicon IP and chip-design employer with clear North America hiring and excellent ATS relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
SIGMATEK Automation USA Inc.,company,SIGMATEK GmbH & Co KG,SIGMATEK Automation USA Inc.,yes,yes,yes,no,no,embedded systems;firmware;analog or digital design,0.72,Resolved to SIGMATEK GmbH & Co KG via SIGMATEK Automation USA Inc.; it is active in industrial automation electronics but not a strong semiconductor/VLSI ATS seed.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
SigmaTron International,company,"SigmaTron International, Inc.",,yes,yes,yes,no,no,hardware validation or electronics test;embedded systems;analog or digital design,0.73,"Resolved to SigmaTron International, Inc., an active US EMS manufacturer relevant to electronics, but contract manufacturing is not a strong direct ATS seed for VLSI roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Signify North America Corporation,company,Signify N.V.,Signify North America Corporation,yes,yes,yes,no,no,analog or digital design;firmware;embedded systems;power management IC or PMIC,0.8,"Resolved to Signify N.V. via Signify North America Corporation; it has electronics and embedded lighting work, but is not a core semiconductor/VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Sigurd Microelectronics Corporation,company,Sigurd Microelectronics Corporation,,yes,yes,yes,no,no,semiconductor design;analog or digital design;hardware validation or electronics test,0.57,"Resolved to Sigurd Microelectronics Corporation, which appears to be an active US microelectronics firm, but likely too small/obscure for a reliable ATS SQL target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Sila Nanotechnologies Inc.,company,Sila Nanotechnologies Inc.,,yes,yes,no,no,no,,0.89,"Resolved to Sila Nanotechnologies Inc.; although active in battery materials, it is outside the target chip/hardware design categories and not a fit for this ATS list.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silex Microsystems,company,Silex Microsystems AB,Silex Microsystems Inc.,yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;semiconductor design;analog or digital design,0.84,"Resolved to Silex Microsystems AB with US subsidiary Silex Microsystems Inc.; as a substantial MEMS semiconductor foundry with NA presence, it is a useful ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicom USA,company,Silicom Ltd.,"Silicom USA, Inc.",yes,yes,yes,yes,yes,computer/server/datacenter/networking hardware;FPGA;embedded systems;firmware,0.88,"Resolved to Silicom Ltd. via Silicom USA, Inc.; it is a meaningful networking/server hardware company with NA presence and good ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicon Integrated Systems Corp. USA,company,Silicon Integrated Systems Corp.,Silicon Integrated Systems Corp. USA,yes,yes,yes,no,no,semiconductor design;SoC;computer/server/datacenter/networking hardware,0.54,"Resolved to Silicon Integrated Systems Corp. via its US entity; historically chip-related and present in NA, but likely too limited today to be a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicon Laboratories Inc.,company,Silicon Laboratories Inc.,,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;RF or mmWave or wireless baseband chipset;embedded systems;firmware;analog or digital design,0.98,"Resolved to Silicon Laboratories Inc., a major US semiconductor employer with strong embedded and mixed-signal/wireless chip hiring, making it an excellent ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicon Maps,company,"Silicon Maps, Inc.",,yes,yes,yes,no,no,EDA;physical design or place and route;static timing analysis or timing closure;RTL,0.64,"Resolved to Silicon Maps, Inc., an EDA-related company, but it appears too small/obscure to be a strong ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicon Motion,company,Silicon Motion Technology Corporation,"Silicon Motion, Inc.",yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;memory design (DRAM/SRAM/NAND/flash controller);embedded systems;firmware,0.95,"Resolved to Silicon Motion Technology Corporation via Silicon Motion, Inc.; it is a substantial NAND/SSD controller semiconductor employer with clear NA presence and strong ATS relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:24:52+00:00
Silicon Systems,defunct,"Silicon Systems, Inc.",,no,no,yes,no,no,semiconductor design;embedded systems,0.64,"Resolved to Silicon Systems, Inc., an old embedded/semiconductor company that is defunct, so not an active NA employer despite historical relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Siliconware USA,company,"Siliconware Precision Industries Co., Ltd.","Siliconware USA, Inc.",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.9,"Resolved to Siliconware Precision Industries via its US subsidiary Siliconware USA, and it is a substantial semiconductor packaging/test employer with NA presence and ATS fit.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Siltronic Corporation,company,Siltronic AG,Siltronic Corporation,yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.91,Resolved to Siltronic AG with North American hiring through Siltronic Corporation; it is a major silicon wafer supplier relevant to semiconductor manufacturing.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Silvaco Group,company,"Silvaco Group, Inc.",,yes,yes,yes,yes,yes,EDA;semiconductor IP;physical design or place and route,0.94,"Resolved to Silvaco Group, Inc., a current US-based EDA and semiconductor IP vendor with clear relevance and ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Simmtech Co.,company,"Simmtech Co., Ltd.","Simmtech America, Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware,0.63,"Resolved to Simmtech Co., Ltd., a PCB/substrate maker with US presence, but it is less clearly a strong ATS seed for core VLSI/ASIC hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
