company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
SavaJe,company,"SavaJe Technologies, Inc.",,no,yes,no,no,,0.86,"SavaJe Technologies, Inc. was a mobile software company and is not a current relevant EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:36:50+00:00
SaviCorp,company,SaviCorp,,no,yes,yes,no,EV or automotive electronics;embedded systems;power management IC or PMIC,0.69,"SaviCorp was associated with EV powertrain electronics in North America, but it does not appear to be an active employer now.",v3-precision-step2,gpt-5.4,2026-07-02T18:36:50+00:00
Savin,merged_or_renamed,"Ricoh Company, Ltd.","Ricoh USA, Inc.",yes,yes,no,no,,0.9,Savin is a copier/printer brand now under Ricoh; Ricoh is active in North America but not a target EE/VLSI company.,v3-precision-step2,gpt-5.4,2026-07-02T18:36:50+00:00
SavWatt USA,company,"SavWatt USA, Inc.",,no,yes,yes,no,power management IC or PMIC,0.62,"Resolved to SavWatt USA, Inc., a US LED driver/power electronics company, but it appears no longer operating as an active employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sawatec AG,company,Sawatec AG,,yes,no,no,no,,0.78,"Resolved to Sawatec AG, a Swiss cleanroom/wafer handling equipment firm, but I lack evidence of a meaningful US/Canada hiring presence and it is not clearly a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sawtek,merged_or_renamed,"Qorvo, Inc.",,yes,yes,yes,yes,RF or mmWave or wireless baseband chipset;semiconductor design;analog or digital design,0.95,"Resolved Sawtek to Qorvo, Inc. via TriQuint/RFMD lineage; the successor is active in North America and relevant for RF semiconductor design.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sawyer Edward L JR,not_a_company,Sawyer Edward L JR,,no,no,no,no,,0.98,Resolved 'Sawyer Edward L JR' as a person name rather than a company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Saxon,unclear,Saxon,,no,no,no,no,,0.22,'Saxon' is too ambiguous to resolve confidently to a specific current company relevant to the target job database.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Saxon Motor Car,defunct,Saxon Motor Car Company,,no,no,no,no,,0.97,"Resolved to Saxon Motor Car Company, an early automobile maker that is long defunct.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Saygus,company,Saygus,,no,yes,yes,no,embedded systems;firmware,0.72,"Resolved to Saygus, a US smartphone/device company, but it appears inactive and not a realistic current employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sazgar,company,Sazgar Engineering Works Limited,,yes,no,yes,no,EV or automotive electronics;embedded systems,0.63,"Resolved to Sazgar Engineering Works Limited, an active vehicle maker, but I lack concrete evidence of North American hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
SB LiMotive,merged_or_renamed,Robert Bosch GmbH,Robert Bosch LLC,yes,yes,yes,yes,EV or automotive electronics;embedded systems;analog or digital design,0.94,Resolved SB LiMotive to Robert Bosch GmbH after the JV ended; Bosch is active in North America and relevant for automotive electronics.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
SB/RH Holdings,unclear,SB/RH Holdings,,no,no,no,no,,0.18,'SB/RH Holdings' is too ambiguous to resolve to a specific current company in the target hardware domain.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
SBA Communications,company,SBA Communications Corporation,,yes,yes,no,no,,0.93,"Resolved to SBA Communications Corporation, an active telecom tower infrastructure company, but not a target EE/VLSI hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sbarro,company,"Sbarro, LLC",,yes,yes,no,no,,0.99,"Resolved to Sbarro, LLC, an active restaurant chain unrelated to the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Sbs Technologies,merged_or_renamed,Kontron AG,"Kontron America, Inc.",yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;firmware,0.91,Resolved SBS Technologies to Kontron AG via acquisition; the successor has North American operations and is relevant in embedded computing hardware.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
SC Autosports,company,SC Autosports,,yes,yes,no,no,,0.61,"Resolved to SC Autosports, which appears to be an automotive aftermarket business rather than an EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scada,not_a_company,Scada,,no,no,no,no,,0.99,"Resolved 'Scada' as the SCADA control-system concept, not a specific company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scage Future,unclear,Scage Future,,no,no,no,no,,0.14,'Scage Future' could not be confidently resolved to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scage International,unclear,Scage International,,no,no,no,no,,0.14,'Scage International' could not be confidently resolved to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scalable Robotics,company,"Scalable Robotics, Inc.",,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;AI accelerator or ML hardware,0.67,"Resolved to Scalable Robotics, Inc., a US robotics/industrial automation company with plausible embedded and hardware-test relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scaled Composites,company,"Scaled Composites, LLC",,yes,yes,no,no,,0.88,"Resolved to Scaled Composites, LLC, an active aerospace prototyping company, but not primarily a target semiconductor/electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scaled Composites White Knight Two,product_line,"Scaled Composites, LLC",,yes,yes,no,no,,0.96,Resolved White Knight Two as a Scaled Composites aircraft program; the parent is active in North America but not primarily a target EE/VLSI employer.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:02+00:00
Scality,company,"Scality, Inc.",,yes,yes,no,no,,0.95,"Resolved to Scality, Inc., an active US-based storage software company with NA presence but not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scan Global Logistics PTE,company,Scan Global Logistics A/S,Scan Global Logistics Inc.,yes,yes,no,no,,0.93,"Resolved to Scan Global Logistics A/S, an active logistics company with a North American subsidiary, but not relevant to EE/VLSI hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scan Optics,company,Scan Optics Pty Ltd,,yes,no,no,no,,0.62,"Resolved to Scan Optics Pty Ltd, an active optics/imaging company, but no clear NA hiring presence and optics-only is outside the target hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scan tool,not_a_company,Scan tool,,no,no,no,no,,0.99,"'Scan tool' is a generic technical term/product category, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scanadu,company,Scanadu Incorporated,,no,no,no,no,,0.72,"Resolved to Scanadu Incorporated, a medical device startup that is no longer an active employer, so it fails the active and NA-applicable gates.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scania AB,company,Scania CV AB,Scania USA Inc.,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;EV or automotive electronics;firmware,0.84,"Resolved to Scania CV AB, an active commercial vehicle manufacturer with North American operations and relevance to automotive electronics and embedded systems.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scania Aktiebolag,company,Scania CV AB,Scania USA Inc.,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;EV or automotive electronics;firmware,0.9,"Resolved to Scania CV AB from the formal Swedish name, an active truck maker with NA presence and relevant automotive electronics/embedded engineering work.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scanner Technologies,unclear,Scanner Technologies,,no,no,no,no,,0.22,'Scanner Technologies' is too ambiguous to confidently resolve to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
ScanSource,company,"ScanSource, Inc.",,yes,yes,no,no,,0.96,"Resolved to ScanSource, Inc., an active US technology distributor with NA presence but not a semiconductor or hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
ScanTech AI Systems,company,Scantech AI Systems Inc.,,yes,yes,no,no,,0.67,"Resolved to Scantech AI Systems Inc., an active Canadian AI/industrial inspection company with NA presence, but not clearly in the target chip or electronics design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scantron,company,Scantron Corporation,,yes,yes,no,no,,0.9,"Resolved to Scantron Corporation, an active assessment/testing products company with NA presence but not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scat,not_a_company,Scat,,no,no,no,no,,0.98,'Scat' is not identifiable as a company here and most commonly refers to a term/concept rather than an employer.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scelbi Computer Consulting,defunct,"SCELBI Computer Consulting, Inc.",,no,no,yes,no,computer/server/datacenter/networking hardware;embedded systems,0.88,"Resolved to SCELBI Computer Consulting, Inc., an early microcomputer company that is defunct, so not an active employer despite historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Sceptre,company,Sceptre Inc.,,yes,yes,yes,yes,computer/server/datacenter/networking hardware;analog or digital design;embedded systems;firmware,0.71,"Resolved to Sceptre Inc., an active US consumer display/TV hardware company with NA presence and plausible embedded electronics relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scg China Holding,company,"SCG China Holding Co., Ltd.",,yes,no,no,no,,0.58,"Resolved to SCG China Holding Co., Ltd., a holding entity with no clear North American hiring presence and no evident target EE/VLSI business.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scg Czech Holding,company,SCG Czech Holding s.r.o.,,yes,no,no,no,,0.56,"Resolved to SCG Czech Holding s.r.o., a foreign holding company with no clear NA presence or relevant hardware engineering business.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scg International Development,company,SCG International Development Pte. Ltd.,,yes,no,no,no,,0.54,"Resolved to SCG International Development Pte. Ltd., an investment/development holding entity without clear NA hiring presence or target hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Scg Malaysia Smp Holding,company,SCG Malaysia SMP Holding Sdn. Bhd.,,yes,no,no,no,,0.53,"Resolved to SCG Malaysia SMP Holding Sdn. Bhd., a foreign holding company with no clear North American operations or EE/VLSI relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Schacht,unclear,Schacht,,no,no,no,no,,0.2,'Schacht' is too ambiguous to resolve to a specific current company relevant for this job database.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Schafer David,not_a_company,Schafer David,,no,no,no,no,,0.99,"'Schafer David' appears to be a person's name, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:14+00:00
Schaum,unclear,Schaum,,no,no,no,no,,0.28,'Schaum' is too ambiguous to resolve to a specific current company relevant to the database.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schempf David J,not_a_company,Schempf David J,,no,no,no,no,,0.98,"'Schempf David J' appears to be an individual person, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Scherer Healthcare,company,Scherer Healthcare,,yes,yes,no,no,,0.63,"Resolved to Scherer Healthcare, an operating North American healthcare business not evidently focused on EE/VLSI hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schiele E Fred,not_a_company,Schiele E Fred,,no,no,no,no,,0.98,"'Schiele E Fred' appears to be an individual person, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schiit Audio,company,Schiit Audio,,yes,yes,yes,yes,analog or digital design;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.72,"Resolved to Schiit Audio, a current US audio electronics hardware company with plausible analog/digital hardware engineering relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schindler & Schill GmbH,company,Schindler & Schill GmbH,,yes,no,no,no,,0.55,"Resolved to Schindler & Schill GmbH, but I lack concrete evidence of a meaningful US/Canada hiring presence or target-category relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schlegel USA,company,"Schlegel Systems, Inc.",,yes,yes,yes,yes,embedded systems;EV or automotive electronics;analog or digital design,0.58,"Resolved to Schlegel USA / Schlegel Systems, Inc., a North American automotive-related supplier with plausible electronics relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schlumberger,merged_or_renamed,SLB,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test,0.83,"'Schlumberger' resolves to SLB, an active company with major North American operations and substantial downhole/instrumentation electronics engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schmalz,company,J. Schmalz GmbH,Schmalz Inc.,yes,yes,yes,yes,embedded systems;analog or digital design;hardware validation or electronics test,0.67,Resolved to J. Schmalz GmbH with North American subsidiary Schmalz Inc.; its automation/vacuum equipment includes embedded and electronics engineering.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schmersal,company,K.A. Schmersal GmbH & Co. KG,Schmersal USA/Canada,yes,yes,yes,yes,embedded systems;analog or digital design;hardware validation or electronics test;EV or automotive electronics,0.74,"Resolved to Schmersal, an active industrial safety/electronics company with North American operations and relevant embedded hardware work.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
SCHMIDT Technology,company,SCHMIDT Technology GmbH,SCHMIDT Technology USA Inc.,yes,yes,yes,yes,embedded systems;analog or digital design;hardware validation or electronics test,0.61,Resolved to SCHMIDT Technology GmbH with US subsidiary presence; its sensing/mechatronics products plausibly involve embedded electronics engineering.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneeberger,company,SCHNEEBERGER Holding AG,SCHNEEBERGER Inc.,yes,yes,no,no,,0.69,"Resolved to SCHNEEBERGER, an active motion-components company with North American presence but not clearly centered on target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneider Electric,company,Schneider Electric SE,"Schneider Electric USA, Inc.",yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test;EV or automotive electronics;computer/server/datacenter/networking hardware;power management IC or PMIC,0.92,"Resolved to Schneider Electric SE with major North American operations; it is strongly relevant through power, industrial, datacenter, and embedded electronics hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneider National,company,"Schneider National, Inc.",,yes,yes,no,no,,0.96,"Resolved to Schneider National, an active North American trucking/logistics company not relevant to EE/VLSI hardware hiring.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneider Optics,company,"Schneider Optics, Inc.",,yes,yes,no,no,,0.9,"Resolved to Schneider Optics, an optics-focused company; optics-only businesses are outside the target hardware/chip categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneider Packaging Equipment,company,"Schneider Packaging Equipment Co., Inc.",,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.76,"Resolved to Schneider Packaging Equipment, an active North American machinery company with plausible controls, embedded, and electronics engineering roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schneider Rundfunkwerke,defunct,Schneider Rundfunkwerke AG,,no,no,no,no,,0.88,"Resolved to Schneider Rundfunkwerke AG, a defunct former German consumer electronics company with no current hiring entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schnopp Donna M,not_a_company,Schnopp Donna M,,no,no,no,no,,0.98,"'Schnopp Donna M' appears to be an individual person, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Scholastic,company,Scholastic Corporation,,yes,yes,no,no,,0.98,"Resolved to Scholastic Corporation, an active publishing/education company not relevant to EE/VLSI hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Scholz Research & Development,company,"Scholz Research & Development, Inc.",,yes,yes,yes,yes,hardware validation or electronics test;embedded systems;analog or digital design,0.54,"Resolved to Scholz Research & Development, Inc., a current North American engineering/R&D company with plausible electronics test and embedded hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:27+00:00
Schott Glass,company,SCHOTT AG,"SCHOTT North America, Inc.",yes,yes,no,no,,0.84,"Resolved 'Schott Glass' to SCHOTT AG, which is active and has North American operations, but it is primarily specialty glass/materials rather than a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schott Solar,merged_or_renamed,SCHOTT AG,"SCHOTT North America, Inc.",yes,yes,no,no,,0.72,"Resolved 'Schott Solar' to SCHOTT AG as a former solar business under the active parent with NA presence, but not a target semiconductor/hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schrodinger,company,"Schrödinger, Inc.",,yes,yes,no,no,,0.95,"Resolved to Schrödinger, Inc., an active US software/computational chemistry company, not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schroeder Amplification,unclear,Schroeder Amplification,,no,no,no,no,,0.18,'Schroeder Amplification' could not be confidently resolved to a specific current company with clear NA hiring relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schunk,company,SCHUNK SE & Co. KG,SCHUNK Inc.,yes,yes,no,no,,0.86,"Resolved to SCHUNK SE & Co. KG, an active automation/toolholding company with US presence, but not primarily a semiconductor or EE design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schunk Carbon Technology,product_line,SCHUNK SE & Co. KG,SCHUNK Inc.,yes,yes,no,no,,0.74,"Resolved 'Schunk Carbon Technology' upward to SCHUNK SE & Co. KG, which is active with NA presence, but not a target chip/hardware design company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schweitzer Engineering Laboratories,company,"Schweitzer Engineering Laboratories, Inc.",,yes,yes,yes,yes,embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.92,"Resolved to Schweitzer Engineering Laboratories, Inc., an active US power-system electronics company with substantial embedded hardware and firmware engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schwetschenau Mark T,not_a_company,Schwetschenau Mark T,,no,no,no,no,,0.99,"'Schwetschenau Mark T' appears to be a person's name, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Schwitzer,merged_or_renamed,BorgWarner Inc.,,yes,yes,yes,yes,EV or automotive electronics,0.78,"Resolved 'Schwitzer' to the former turbocharger company now within BorgWarner Inc., an active US automotive supplier relevant to automotive electronics.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
SCI Engineered Materials,company,"SCI Engineered Materials, Inc.",,yes,yes,no,no,,0.83,"Resolved to SCI Engineered Materials, Inc., an active US materials company serving electronics markets, but not itself a core EE/VLSI design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Sci Systems,merged_or_renamed,Sanmina Corporation,,yes,yes,yes,yes,computer/server/datacenter/networking hardware;hardware validation or electronics test;embedded systems;firmware,0.88,"Resolved 'Sci Systems' to SCI Systems, whose operations became part of Sanmina Corporation, an active US electronics manufacturing/services company relevant to hardware engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Science Applications Intl,company,Science Applications International Corporation,,yes,yes,no,no,,0.93,"Resolved to Science Applications International Corporation, an active US defense/IT contractor, but not primarily a target semiconductor or hardware design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientech,unclear,Scientech,,no,no,no,no,,0.28,'Scientech' is ambiguous across multiple companies and could not be confidently resolved to one current NA employer.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Atlanta,merged_or_renamed,"Cisco Systems, Inc.",,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware;RF or mmWave or wireless baseband chipset;analog or digital design,0.96,"Resolved 'Scientific Atlanta' to Cisco Systems, Inc., its current successor, which is an active US networking hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Data Systems,defunct,"Scientific Data Systems, Inc.",,no,no,no,no,,0.97,"Resolved to Scientific Data Systems, Inc., a defunct computer company with no current standalone hiring entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Development,unclear,Scientific Development,,no,no,no,no,,0.16,'Scientific Development' is too generic to resolve to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Gear Service,company,"Scientific Gear Service, Inc.",,yes,yes,no,no,,0.61,"Resolved to Scientific Gear Service, Inc., apparently an active US industrial service company, but not a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Industries,company,"Scientific Industries, Inc.",,yes,yes,no,no,,0.86,"Resolved to Scientific Industries, Inc., an active US lab equipment company, not primarily a semiconductor or electronics design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Measurement Systems,unclear,Scientific Measurement Systems,,no,no,no,no,,0.2,'Scientific Measurement Systems' could not be confidently matched to a specific current company with clear NA hiring relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Micro Systems,unclear,Scientific Micro Systems,,no,no,no,no,,0.22,'Scientific Micro Systems' is ambiguous and could not be confidently resolved to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:38+00:00
Scientific Radio Systems,company,"Scientific Radio Systems, Inc.",,no,no,yes,no,RF or mmWave or wireless baseband chipset,0.34,"Resolved to Scientific Radio Systems, Inc.; appears to have been an RF-related company but not a clearly current operating employer with known North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scimed Life Systems,company,"SCIMED Life Systems, Inc.",,yes,yes,no,no,,0.84,"Resolved to SCIMED Life Systems, Inc., a Boston Scientific medical-device business in North America, but it is not an EE/VLSI-target employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scion,company,Scion,,no,no,no,no,,0.22,"Resolved only to ambiguous Scion branding/company references, so it is too unclear to treat as a current North America EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scion Cardio-vascular,company,"Scion Cardio-Vascular, Inc.",,no,no,no,no,,0.53,"Resolved to Scion Cardio-Vascular, Inc.; this appears to be a medical-device entity rather than a relevant EE/VLSI employer and not clearly active.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scivanta Medical,company,Scivanta Medical Corporation,,no,no,no,no,,0.63,"Resolved to Scivanta Medical Corporation, a medical-device company not clearly active and not relevant to the target hardware/chip categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scnv Acquisition,company,SCNV Acquisition Corp.,,no,yes,no,no,,0.78,"Resolved to SCNV Acquisition Corp., a SPAC/acquisition vehicle in North America rather than an EE/VLSI operating employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scoot-Mobile,company,"Scoot-Mobile, Inc.",,no,no,no,no,,0.41,"Resolved to Scoot-Mobile, Inc.; not clearly a current operating North America engineering employer and not evidently in the target hardware/chip domains.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scopus Video Networks,merged_or_renamed,Harmonic Inc.,,yes,yes,yes,yes,computer/server/datacenter/networking hardware;embedded systems;firmware,0.88,"Resolved Scopus Video Networks to Harmonic Inc., its surviving successor, which is active in North America and builds video/networking hardware systems.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scorpion Performance,company,Scorpion Performance,,yes,yes,no,no,,0.55,"Resolved to Scorpion Performance, which appears active in North America but is an automotive aftermarket/performance business rather than a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scotts Miracle-Gro,company,The Scotts Miracle-Gro Company,,yes,yes,no,no,,0.98,"Resolved to The Scotts Miracle-Gro Company, an active North America consumer lawn/garden company with no relevant semiconductor or hardware design business.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scout,unclear,Scout,,no,no,no,no,,0.12,'Scout' is too ambiguous to resolve to a specific current company for this database.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scout Electromedia,company,"Scout Electromedia, Inc.",,no,no,no,no,,0.46,"Resolved to Scout Electromedia, Inc.; not clearly a current operating employer and not evidently in the target EE/VLSI categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scout Motors,company,Scout Motors Inc.,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.95,"Resolved to Scout Motors Inc., an active U.S. automotive company developing EVs and related vehicle electronics in North America.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Screen Holdings,company,"SCREEN Holdings Co., Ltd.","SCREEN Semiconductor Solutions USA, LLC",yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.93,"Resolved to SCREEN Holdings Co., Ltd.; through its U.S. semiconductor subsidiary it is active in North America and relevant via semiconductor manufacturing equipment/process.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scripps-Booth,defunct,Scripps-Booth Company,,no,no,no,no,,0.97,"Resolved to Scripps-Booth Company, a long-defunct automobile manufacturer with no current hiring relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scuderia Cameron Glickenhaus,company,Scuderia Cameron Glickenhaus LLC,,yes,yes,yes,yes,EV or automotive electronics,0.58,"Resolved to Scuderia Cameron Glickenhaus LLC, an active U.S. automotive manufacturer; marginally relevant through vehicle electronics/automotive engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scuderia Ferrari,company,Ferrari N.V.,"Ferrari North America, Inc.",yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.82,Resolved Scuderia Ferrari to Ferrari N.V.; Ferrari has North America hiring presence and is relevant through automotive electronics and embedded systems.,v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scully Recording Instruments,defunct,"Scully Recording Instruments, Inc.",,no,no,no,no,,0.72,"Resolved to Scully Recording Instruments, Inc., a historical recording-equipment maker that is defunct and not a current target employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Scvx,company,SCVX Corp.,,no,yes,no,no,,0.74,"Resolved to SCVX Corp., a North America SPAC/acquisition vehicle rather than an operating EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Sdl,merged_or_renamed,Amdocs Limited,"Amdocs, Inc.",yes,yes,no,no,,0.61,"Resolved SDL to Amdocs Limited via the former SDL language-technology company, which is active in North America but not relevant to the target hardware/chip categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:37:50+00:00
Sds Tech,unclear,Sds Tech,,no,no,no,no,,0.22,"Could not confidently resolve 'Sds Tech' to a specific current company, so it is treated as unclear and not keepable.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Sea Launch,company,Sea Launch AG,,yes,no,no,no,,0.72,"Resolved to Sea Launch AG, an operating launch-services company, but not a clear North America EE/VLSI hardware employer in the target categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Sea Star Group,unclear,Sea Star Group,,no,no,no,no,,0.2,Could not confidently resolve 'Sea Star Group' to a specific current company relevant for this database.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seacoast Banking Corporation of Florida,company,Seacoast Banking Corporation of Florida,,yes,yes,no,no,,0.97,"Resolved to Seacoast Banking Corporation of Florida, an active US bank, but it is not in EE/VLSI or hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
